year,sample,serial,cbserial,hhwt,cluster,strata,gq,pernum,perwt,sex,age,ageorig,hcovany,educ,educd,empstat,empstatd,labforce,occ,ind,uhrswork,inctot,incwage,poverty
2023,2023 acs,423135,2023000964007,66,2023004231351,450013,households under 1970 definition,2,98,male,53,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",6200,770,45,100000,100000,501
2023,2023 acs,1016074,2023001023793,179,2023010160741,460137,households under 1970 definition,3,133,male,21,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",310,8680,50,30000,30000,501
2023,2023 acs,1149554,2023000363717,76,2023011495541,230142,households under 1970 definition,5,112,male,41,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",6230,770,20,40000,0,326
2023,2023 acs,1178283,2023001135341,128,2023011782831,360142,households under 1970 definition,3,110,male,4,,with health insurance coverage,nursery school to grade 4,"nursery school, preschool",n/a,n/a,n/a,0,0,n/a,9999999,n/a,238
2023,2023 acs,481474,2023000681199,88,2023004814741,1790017,households under 1970 definition,1,88,female,56,,with health insurance coverage,2 years of college,"associate's degree, type not specified",employed,at work,"yes, in the labor force",3255,7970,40,74000,74000,501
2023,2023 acs,243075,2023000201111,57,2023002430751,200108,households under 1970 definition,2,64,female,67,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",1720,6170,10,115300,80000,501
2023,2023 acs,882454,2023001286815,29,2023008824541,30035,households under 1970 definition,3,26,female,13,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 7,n/a,n/a,n/a,0,0,n/a,9999999,n/a,126
2023,2023 acs,1506732,2023000906106,81,2023015067321,100055,households under 1970 definition,1,81,male,80,,with health insurance coverage,grade 12,"some college, but less than 1 year",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,51400,0,351
2023,2023 acs,1484536,2023000951568,212,2023014845361,40054,households under 1970 definition,5,215,female,42,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",6260,770,40,35000,35000,227
2023,2023 acs,282369,2023000221955,39,2023002823691,30210,households under 1970 definition,2,32,male,77,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,40900,0,293
2023,2023 acs,1138063,2023000058792,25,2023011380631,380042,households under 1970 definition,2,30,male,67,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",9130,8770,30,47900,22600,501
2023,2023 acs,1025946,2023001337522,100,2023010259461,170137,households under 1970 definition,2,110,male,47,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",4700,5392,40,50000,50000,176
2023,2023 acs,1278046,2023000081858,22,2023012780461,463148,households under 1970 definition,3,23,female,14,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 8,n/a,n/a,n/a,0,0,n/a,9999999,n/a,308
2023,2023 acs,545966,2023000278504,102,2023005459661,140019,households under 1970 definition,1,102,female,86,,with health insurance coverage,grade 12,"some college, but less than 1 year",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,33700,0,235
2023,2023 acs,939222,2023000769975,61,2023009392221,331236,households under 1970 definition,1,61,male,62,,with health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,2200,0,143
2023,2023 acs,1348750,2023000983170,42,2023013487501,610048,households under 1970 definition,1,42,female,59,,with health insurance coverage,grade 12,"some college, but less than 1 year",employed,at work,"yes, in the labor force",3601,8170,5,21300,2000,497
2023,2023 acs,1055481,2023000464230,69,2023010554811,250039,households under 1970 definition,1,69,male,72,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,39200,0,273
2023,2023 acs,406200,2023000384144,474,2023004062001,230213,households under 1970 definition,2,519,male,4,,with health insurance coverage,nursery school to grade 4,"nursery school, preschool",n/a,n/a,n/a,0,0,n/a,9999999,n/a,119
2023,2023 acs,1364028,2023001178000,107,2023013640281,490748,households under 1970 definition,4,159,male,12,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 7,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,1508004,2023000982540,34,2023015080041,200055,households under 1970 definition,3,28,female,12,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 6,n/a,n/a,n/a,0,0,n/a,9999999,n/a,406
2023,2023 acs,1173625,2023001009465,56,2023011736251,180542,households under 1970 definition,3,66,male,31,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",4220,8660,40,17000,17000,302
2023,2023 acs,1071528,2023000929096,49,2023010715281,280039,households under 1970 definition,1,48,female,73,,with health insurance coverage,grade 12,"some college, but less than 1 year",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,32000,0,368
2023,2023 acs,67300,2023000376378,175,2023000673001,40005,households under 1970 definition,3,243,male,20,,no health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",4760,4973,18,4000,4000,200
2023,2023 acs,1413199,2023000245372,62,2023014131991,8000051,households under 1970 definition,2,46,female,56,,with health insurance coverage,5+ years of college,doctoral degree,employed,at work,"yes, in the labor force",1970,7590,45,239000,160000,501
2023,2023 acs,1422173,2023000621224,68,2023014221731,410251,households under 1970 definition,2,63,female,62,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",440,6970,50,250000,200000,501
2023,2023 acs,1315016,2023000555895,13,2023013150161,80048,households under 1970 definition,3,42,male,21,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",9610,4670,40,32600,32600,501
2023,2023 acs,1155916,2023000535280,92,2023011559161,341342,households under 1970 definition,2,90,female,35,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,501
2023,2023 acs,602062,2023000537945,64,2023006020621,230122,households under 1970 definition,1,64,female,57,,with health insurance coverage,grade 12,"some college, but less than 1 year",employed,at work,"yes, in the labor force",4700,5392,40,55000,55000,354
2023,2023 acs,312753,2023000196724,34,2023003127531,210312,households under 1970 definition,1,34,male,62,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",440,7490,50,280000,280000,501
2023,2023 acs,301693,2023000015727,53,2023003016931,861712,households under 1970 definition,2,44,female,49,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",4760,4771,28,35000,0,234
2023,2023 acs,1381174,2023001398638,82,2023013811741,330648,households under 1970 definition,2,80,female,66,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",3602,8370,41,18000,18000,126
2023,2023 acs,987331,2023000097698,22,2023009873311,260037,households under 1970 definition,3,18,female,81,,with health insurance coverage,grade 12,ged or alternative credential,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,25100,0,501
2023,2023 acs,1146272,2023000276579,67,2023011462721,151142,households under 1970 definition,5,25,male,2,,with health insurance coverage,n/a or no schooling,n/a,n/a,n/a,n/a,0,0,n/a,9999999,n/a,75
2023,2023 acs,912809,2023000284570,56,2023009128091,421036,households under 1970 definition,2,41,female,66,,with health insurance coverage,2 years of college,"associate's degree, type not specified",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,501
2023,2023 acs,610020,2023001158731,130,2023006100201,240322,households under 1970 definition,3,100,male,31,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",1610,770,40,75000,75000,482
2023,2023 acs,544837,2023000163680,102,2023005448371,40019,households under 1970 definition,1,102,male,57,,with health insurance coverage,grade 12,"some college, but less than 1 year",employed,at work,"yes, in the labor force",220,770,50,98000,65000,501
2023,2023 acs,1161835,2023000694052,41,2023011618351,90042,households under 1970 definition,1,41,male,46,,with health insurance coverage,grade 12,"some college, but less than 1 year",unemployed,unemployed,"yes, in the labor force",6710,770,40,22200,800,143
2023,2023 acs,1450178,2023000165490,31,2023014501781,2290053,households under 1970 definition,2,48,female,63,,with health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",5000,7970,n/a,20000,0,501
2023,2023 acs,1121451,2023000916705,92,2023011214511,470541,households under 1970 definition,2,82,female,62,,with health insurance coverage,n/a or no schooling,no schooling completed,not in labor force,not in labor force,"no, not in the labor force",3603,8270,n/a,12600,0,90
2023,2023 acs,112047,2023000165066,85,2023001120471,711106,households under 1970 definition,4,64,male,19,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",4055,8680,6,1100,1100,94
2023,2023 acs,1298866,2023000349173,142,2023012988661,230648,households under 1970 definition,4,189,female,9,,with health insurance coverage,nursery school to grade 4,grade 3,n/a,n/a,n/a,0,0,n/a,9999999,n/a,282
2023,2023 acs,122077,2023000268458,68,2023001220771,130906,households under 1970 definition,1,69,male,86,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",940,7280,8,90600,21000,501
2023,2023 acs,490686,2023000935271,131,2023004906861,970117,households under 1970 definition,2,94,female,35,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",440,7780,40,49000,49000,501
2023,2023 acs,337006,2023000596174,44,2023003370061,210112,households under 1970 definition,3,67,female,34,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",4810,6991,40,100000,100000,501
2023,2023 acs,467079,2023000275490,22,2023004670791,10017,households under 1970 definition,2,16,female,28,,with health insurance coverage,grade 12,"some college, but less than 1 year",employed,at work,"yes, in the labor force",9620,3080,40,37000,37000,261
2023,2023 acs,1342861,2023000909232,119,2023013428611,470148,households under 1970 definition,5,135,female,63,,with health insurance coverage,grade 12,"12th grade, no diploma",employed,at work,"yes, in the labor force",3322,7970,40,96000,96000,446
2023,2023 acs,882933,2023001370045,52,2023008829331,80035,households under 1970 definition,2,125,female,79,,with health insurance coverage,grade 12,ged or alternative credential,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,11400,0,246
2023,2023 acs,723472,2023001246146,99,2023007234721,40026,households under 1970 definition,1,99,female,26,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",4030,5090,20,7000,7000,110
2023,2023 acs,317307,2023000270226,63,2023003173071,1030712,households under 1970 definition,2,38,female,27,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",4810,6992,40,63000,63000,501
2023,2023 acs,500256,2023001205957,16,2023005002561,1350017,households under 1970 definition,1,15,female,70,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,30400,0,212
2023,2023 acs,214703,2023001232602,58,2023002147031,1110306,households under 1970 definition,3,52,male,29,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",9610,4670,40,30000,30000,342
2023,2023 acs,647499,2023001403409,90,2023006474991,120224,households under 1970 definition,2,109,male,59,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",600,770,40,115000,115000,501
